Force (N)
-0.28545379638671875,-0.28545379638671875,-0.28545379638671875,-0.28545379638671875,-0.28545379638671875,-0.28545379638671875,-0.28545379638671875,-0.28545379638671875,-0.28545379638671875,-0.28545379638671875,-0.28289794921875,-0.28289794921875,-0.28545379638671875,-0.28289794921875,-0.28289794921875,-0.28289794921875,-0.28289794921875,-0.28289794921875,-0.28545379638671875,-0.28545379638671875
